-1.442753965641734287e-03,7.980606315995261468e+01
2.449720644970436112e+01,8.021625141874287124e+01
4.843388868063086505e+01,8.447683609250469772e+01
6.928276788057898727e+01,1.078191916767646745e+02
6.996304582101427627e+01,1.795677950750851153e+02
4.944517805595814508e+01,2.047328482279755519e+02
2.555856184000241527e+01,2.093312680474724630e+02
1.069554835082129118e+00,2.098083713409556879e+02
-2.343780692652119768e+01,2.101580178262648246e+02
-4.742112074311828707e+01,2.141031291731484885e+02
-6.856966407356341620e+01,2.357573508377284384e+02
-7.060321086772260912e+01,3.071837222372872134e+02
-5.044924180568489902e+01,3.343016731275781126e+02
-2.661612495373501375e+01,3.392601638221224789e+02
-2.137666035994648883e+00,3.398104660708748384e+02
2.237753372185666123e+01,3.401056525515417093e+02
4.640442288772776891e+01,3.437553020596614033e+02
6.782522533868809944e+01,3.844412584172339997e+00
7.120112202450164318e+01,7.462911148912687054e+01
5.144837150265898629e+01,1.038384179817457351e+02
2.767262638769168959e+01,1.091819370803051896e+02
3.205681957214726818e+00,1.098121299977228915e+02
-2.131650567939124841e+01,1.100587749467909049e+02
-4.538413621411026355e+01,1.134316092542559460e+02
-6.705256591003531241e+01,1.320714115020535928e+02
-7.175262108510440839e+01,2.019007957335451238e+02
-5.244213147100344230e+01,2.333407033319056723e+02
-2.872795874402188332e+01,2.390961474685470876e+02
-4.273532317214628229e+00,2.398131483342501724e+02
2.025481480567493264e+01,2.400170044041278459e+02
4.436055685394267556e+01,2.431303922518603429e+02
6.625450813130410666e+01,2.604290467051117730e+02
7.225343746417445345e+01,3.289987633353156298e+02
5.343010054794905983e+01,2.805946838709015179e+00
2.978206344732252475e+01,9.002339133834077245e+00
5.341199087156222269e+00,9.813309477606765086e+00
-1.919249801465242555e+01,9.979976527618859450e+00
-4.333390704904932988e+01,1.285010893305841329e+01
-6.543355099907492445e+01,2.890803973011786354e+01
-7.269923952330790939e+01,9.592687389030363931e+01
-5.441185258737014863e+01,1.322312800879630288e+02
-3.083492050955103991e+01,1.389000133500817356e+02
-6.408707085874708831e+00,1.398124006571994471e+02
1.812954656765488792e+01,1.399473576313848184e+02
4.230434425764978812e+01,1.425893664432328478e+02
6.459188153214327599e+01,1.574994480083250608e+02
7.308570202787775827e+01,2.226936668336023217e+02
5.538690628314439124e+01,2.616134893938256596e+02
3.188650732641900376e+01,2.687886086976458841e+02
7.476083718500025732e+00,2.698102013805012120e+02
-1.706594652396547573e+01,2.699188466313980257e+02
-4.127200305374247336e+01,2.723469265674169151e+02
-6.373143159039359773e+01,2.861948583764258274e+02
-7.340863493965663622e+01,3.493131527911346552e+02
-5.635467650219764835e+01,3.094900939809393847e+01
-3.293675574073415646e+01,3.866750290314612926e+01
-8.543316571698882811e+00,3.980648032882809417e+01
1.600172138401000765e+01,3.989416356960806098e+01
4.023704090246727105e+01,4.212167470011652881e+01
6.285395103825241137e+01,5.498643217288794460e+01
7.366419025932540876e+01,1.158053191057883851e+02
5.731445786458727554e+01,1.602339584484417685e+02
3.398553782194828443e+01,1.685360344075203898e+02
9.610339079697645559e+00,1.698009985136071975e+02
-1.493694657440157592e+01,1.698730333166542152e+02
-3.919965607770676286e+01,1.719125701417668779e+02
-6.196105760442728894e+01,1.838668461672977514e+02
-7.384911367310849073e+01,2.421960441852907024e+02
-5.826544736768981636e+01,2.894641711005887146e+02
-3.503269025701145978e+01,2.983935267163328149e+02
-1.067705444058184483e+01,2.997935164715014480e+02
1.387172556734298468e+01,2.998551757245600129e+02
3.816006602604396392e+01,3.017186079262089038e+02
6.105424192157244079e+01,3.128292160817603076e+02
7.396097304569843800e+01,8.516263142797910746e+00
5.920678351580220067e+01,5.863518021124710344e+01
3.607805949268139045e+01,6.823929477080814365e+01
1.174338062787402848e+01,6.978379921526932606e+01
-1.280614484602578962e+01,6.984030770892987050e+01
-3.711846283459519213e+01,7.153881265731997985e+01
-6.013483916761771297e+01,8.186707344933697073e+01
-7.399830358811321673e+01,1.348004831062482936e+02
-6.013756620803515318e+01,1.877421345242381676e+02
-3.712153479633602871e+01,1.980726241177224267e+02
-1.280928427015759041e+01,1.997716135713377525e+02
1.174024001742848000e+01,1.998281537208176530e+02
3.607497873988609882e+01,2.013722616444600817e+02
5.920400215724352222e+01,2.109744082585718274e+02
7.396065405031700379e+01,2.610849419588976161e+02
6.105683438293069543e+01,3.167796858066003551e+02
3.816304488419458352e+01,3.278927334958754045e+02
1.387477904892177527e+01,3.297567184875769044e+02
-1.067399742655815054e+01,3.298184556035902801e+02
-3.502968724058001726e+01,3.312181147101409238e+02
-5.826270802510011038e+01,3.401457321933959861e+02
-7.384856451002683286e+01,2.740571891017416561e+01
-6.196350844372310718e+01,8.574190634619571938e+01
-3.920251999123220799e+01,9.769874375165804281e+01
-1.493988976032538751e+01,9.973885423983057308e+01
9.607390092829213302e+00,9.981097398496642370e+01
3.398263951301658636e+01,1.010756253496330430e+02
5.731180422361180149e+01,1.093761008022387529e+02
7.366351813809966131e+01,1.537969788871966159e+02
6.285632948385843122e+01,2.146222825641927443e+02
4.023984593821512590e+01,2.274896736208895049e+02
1.600460759420998258e+01,2.297177391714644727e+02
-8.540422395042137182e+00,2.298054811314989649e+02
-3.293391056149724250e+01,2.309441236056944717e+02
-5.635206975004492591e+01,2.386610636584813392e+02
-7.340788251313009027e+01,2.802894149080372586e+02
-6.373382907541363807e+01,3.434137800764889903e+02
-4.127484253031859396e+01,3.572644632118577874e+02
-1.706886849567653641e+01,3.596930767681771499e+02
7.473151670194490670e+00,3.598017508954658297e+02
3.188362253725141926e+01,8.229813219704235072e-01
5.538425566995243798e+01,7.996562473854965880e+00
7.308481956370458477e+01,4.690895092191414051e+01
6.459434010522500103e+01,1.121089267534805316e+02
4.230728113908092780e+01,1.270220051231766547e+02
1.813256999178202378e+01,1.296645681527675720e+02
-6.405671386448860360e+00,1.297995530613463018e+02
-3.083192905836985531e+01,1.307115824626665983e+02
-5.440908357397415074e+01,1.373788314583783858e+02
-7.269813355164797031e+01,1.736758456812382860e+02
-6.543602758244107065e+01,2.406998516309412821e+02
-4.333692804554759448e+01,2.567611552652901992e+02
-1.919561436979950386e+01,2.596319199433198150e+02
5.338068005530518967e+00,2.597986551036228775e+02
2.977897231470731754e+01,2.606093161396095752e+02
5.342721058124624278e+01,2.668043482395866590e+02
7.225205485009014694e+01,3.006043632335200755e+02
6.625690204177401199e+01,9.178261117756965959e+00
4.436358140042032971e+01,2.648070795302523806e+01
2.025794723728925462e+01,2.959483977497189144e+01
-4.270382420006549218e+00,2.979882830634151603e+01
-2.872484415696311544e+01,3.051559301752149977e+01
-5.243919288179979077e+01,3.626984506700330968e+01
-7.175100014341244048e+01,6.770306599704051109e+01
-6.705478985772793976e+01,1.375354034267898555e+02
-4.538707400290189753e+01,1.561793450678907789e+02
-2.131956374668855148e+01,1.595530208536187331e+02
3.202603594785716989e+00,1.597998525748443512e+02
2.766957942895756162e+01,1.604298698149819131e+02
5.144547981958423577e+01,1.657723481404740085e+02
7.119937063008067923e+01,1.949755939744140107e+02
6.782726677330349219e+01,2.657621171162841165e+02
4.640723855972951384e+01,2.858555883048712758e+02
2.238047790571550522e+01,2.895061251136644955e+02
-2.134698968937561503e+00,2.898015154404531017e+02
-2.661318655102829567e+01,2.903516618076843656e+02
-5.044644733513052159e+01,2.953091966672896547e+02
-7.060143037823806367e+01,3.224216535424430958e+02
-6.857158989899271262e+01,3.384904388225699989e+01
-4.742385902253452912e+01,5.550778305887826036e+01
-2.344067677244446557e+01,5.945377731709734803e+01
1.066659966405163251e+00,5.980360688160982363e+01
2.555569370406099949e+01,6.028053418385992757e+01
4.944245046867176541e+01,6.487801312190127589e+01
6.996126140915322367e+01,9.003794715356627876e+01
6.928466764676950618e+01,1.617870155846106854e+02
4.843664156104267704e+01,1.851341199318251824e+02
2.450009212870143571e+01,1.893955746948255694e+02
1.469813946141773154e-03,1.898059142838179696e+02
-2.449717781184950383e+01,1.902160781443223243e+02
-4.843386050342923710e+01,1.944766332860028228e+02
-6.928275394141134313e+01,2.178189099936246294e+02
-6.996308300814793313e+01,2.895675504124946542e+02
-4.944522452227683829e+01,3.147326710843971682e+02
-2.555860976497524817e+01,3.193311052111575918e+02
-1.069603792870278181e+00,3.198082215595821935e+02
2.343775586203294026e+01,3.201578882238449637e+02
4.742106325663490196e+01,3.241030336698494239e+02
6.856958563322109512e+01,3.457572778063302508e+02
7.060315098813987333e+01,5.718337289161237180e+01
5.044921834828957685e+01,8.430140476343269995e+01
2.661610958500154567e+01,8.925996007653915854e+01
2.137652352444443071e+00,8.981031237878340789e+01
-2.237754506163087953e+01,9.010555514413699996e+01
-4.640442288418566363e+01,9.375529414938056050e+01
-6.782517244666948386e+01,1.138445875622506946e+02
-7.120097276293091682e+01,1.846289276615491985e+02
-5.144824438633722252e+01,2.138381537263459506e+02
-2.767250764809767816e+01,2.191817289984639672e+02
-3.205564929027540089e+00,2.198119736274649654e+02
2.131662059865912440e+01,2.200586764795884562e+02
4.538424010024811395e+01,2.234316074221648876e+02
6.705261132436400828e+01,2.420716810973396775e+02
7.175246267344410001e+01,3.119009462535335047e+02
5.244194186267818480e+01,3.433405449865658738e+02
2.872776986212079819e+01,3.490959788127557317e+02
4.273344185335289147e+00,3.498129951370225967e+02
-2.025500135236956112e+01,3.500168750137932534e+02
-4.436073716666821554e+01,3.531303146350468865e+02
-6.625465214156245963e+01,1.042919382627108682e+01
-7.225336058992509436e+01,7.899916781158356116e+01
-5.342993484269051407e+01,1.128059265709879213e+02
-2.978188722331933747e+01,1.190022285483281479e+02
-5.341022027062493294e+00,1.198131648714139175e+02
1.919267399415579334e+01,1.199798099550773856e+02
4.333408242554973810e+01,1.228499304938904970e+02
6.543372192195825221e+01,1.389079475605350069e+02
7.269927361726037418e+01,2.059272499195039359e+02
5.441177962047894567e+01,2.422313309039119815e+02
3.083483001071843077e+01,2.488999380172886902e+02
6.408614527839634256e+00,2.498122634028018751e+02
-1.812963833531335212e+01,2.499471730064418864e+02
-4.230443820799370513e+01,2.525891324475664703e+02
-6.459199032679281061e+01,2.674991766090417968e+02
-7.308579126437891205e+01,3.326937514203507931e+02
-5.538692711030002158e+01,1.161348860069803912e+01
-3.188651354164948515e+01,1.878851802758333989e+01
-7.476087943064742447e+00,1.981006244386032122e+01
1.706594159985493775e+01,1.991867254107052077e+01
4.127199904719681456e+01,2.234671606520478804e+01
6.373143868460797279e+01,3.619458660819448426e+01
7.340868259135258711e+01,9.931292427296970970e+01
5.635472351009579484e+01,1.409488677504109262e+02
3.293679973243370540e+01,1.486673543362241219e+02
8.543360003515896750e+00,1.498063290086950872e+02
-1.600167728316914051e+01,1.498940173268898945e+02
-4.023699410586858249e+01,1.521215430399311401e+02
-6.285389531448518596e+01,1.649863190986961285e+02
-7.366413704598483037e+01,2.258050284617462182e+02
-5.731444419772213195e+01,2.702336910720110268e+02
-3.398553306548946296e+01,2.785358262401828711e+02
-9.610335498251318498e+00,2.798008317901134205e+02
1.493694958475415113e+01,2.798729104681749504e+02
3.919965344194507395e+01,2.819125121499055240e+02
6.196102663124727883e+01,2.938669185984425667e+02
7.384898678589449617e+01,3.521960144830471791e+02
5.826533076897239738e+01,3.946389469593231780e+01
3.503258482722454659e+01,4.839330291158148611e+01
1.067695065364688922e+01,4.979334372394219344e+01
-1.387182899154568361e+01,4.985505593235850341e+01
-3.816016359852169870e+01,5.171856592651761275e+01
-6.105430640713809254e+01,6.282936030963949037e+01
-7.396086495372280467e+01,1.185166170003677308e+02
-5.920659774557601907e+01,1.686350324909073493e+02
-3.607787344021934928e+01,1.782391158062565637e+02
-1.174319451445440876e+01,1.797836371773959456e+02
1.280633089252587453e+01,1.798401709307154306e+02
3.711864546915033003e+01,1.815387204927332334e+02
6.013500064141553025e+01,1.918671278886081382e+02
7.399829707769741560e+01,2.448010317468807102e+02
6.013739669088747775e+01,2.977421710000485291e+02
3.712134588501914578e+01,3.080725231397348125e+02
1.280909207858563548e+01,3.097714740168428307e+02
-1.174043247296955172e+01,3.098279940109911763e+02
-3.607517100471546456e+01,3.113720913555267771e+02
-5.920419216521241879e+01,3.209742824701960444e+02
-7.396075463526015881e+01,1.108533704994156466e+01
-6.105675551870910311e+01,6.677983066328894779e+01
-3.816293284202937741e+01,7.789268926541443250e+01
-1.387466099865850744e+01,7.975659754817702662e+01
1.067411605550868714e+01,7.981828303583297668e+01
3.502980760891205847e+01,8.121789317680740794e+01
5.826283885996634382e+01,9.014546583462008300e+01
7.384869601836864206e+01,1.374057409488968347e+02
6.196352855596302334e+01,1.957420002756535666e+02
3.920250923715740754e+01,2.076986924466450546e+02
1.493987276459424507e+01,2.097387328736981260e+02
-9.607407913292838941e+00,2.098108051944978740e+02
-3.398265886242290890e+01,2.110754116455760538e+02
-5.731183340427637773e+01,2.193758257845452704e+02
-7.366358512056676489e+01,2.637967149656567472e+02
-6.285638436442430077e+01,3.246221993003499620e+02
-4.023988800717272341e+01,3.374895535065429044e+02
-1.600464606130196188e+01,3.397175959708414439e+02
8.540384897096751970e+00,3.398053267227749643e+02
3.293387297422398063e+01,3.409439656101142191e+02
